,a_x_mean,a_y_mean,a_z_mean,a_x_median,a_y_median,a_z_median,a_x_max,a_y_max,a_z_max,a_x_min,a_y_min,a_z_min,a_x_diff,a_y_diff,a_z_diff,g_x_mean,g_y_mean,g_z_mean,g_x_median,g_y_median,g_z_median,g_x_max,g_y_max,g_z_max,g_x_min,g_y_min,g_z_min,g_x_diff,g_y_diff,g_z_diff,o_x_mean,o_y_mean,o_z_mean,o_x_median,o_y_median,o_z_median,o_x_max,o_y_max,o_z_max,o_x_min,o_y_min,o_z_min,o_x_diff,o_y_diff,o_z_diff,fallen
0,-3.375806451612903,-2.5564516129032255,5.54032258064516,-1.55,-2.3,8.0,39.2,9.2,11.4,-13.4,-39.2,-21.1,52.6,48.400000000000006,32.5,-0.24516129032258072,-0.22258064516129028,0.07580645161290323,0.0,0.0,0.0,3.3,1.7,2.8,-6.9,-11.7,-2.5,10.2,13.399999999999999,5.3,-0.20322580645161276,0.20645161290322578,0.25483870967741945,-0.1,0.05,0.3,0.1,0.8,0.5,-0.5,-0.0,-0.3,0.6,0.8,0.8,1
1,-5.088135593220337,-1.7118644067796607,4.522033898305083,-4.8,-3.5,4.8,13.0,32.2,9.8,-23.2,-15.1,-23.0,36.2,47.300000000000004,32.8,-0.20338983050847453,-0.23559322033898306,0.2491525423728814,-0.0,0.0,0.0,2.8,1.2,5.4,-5.2,-7.7,-5.3,8.0,8.9,10.7,-0.10508474576271193,0.3440677966101696,-0.19322033898305058,-0.2,0.4,-0.1,0.3,0.6,-0.0,-0.4,-0.1,-0.9,0.7,0.7,0.9,1
2,-4.008333333333334,-3.3583333333333343,5.677083333333335,-0.8500000000000001,-3.4,8.8,5.7,2.4,17.7,-23.6,-13.6,-3.4,29.3,16.0,21.099999999999998,-0.1708333333333334,-0.15208333333333335,0.054166666666666634,0.0,0.0,-0.0,4.4,5.2,4.5,-6.4,-10.4,-3.1,10.8,15.600000000000001,7.6,0.16666666666666666,0.27499999999999974,-0.8541666666666666,0.0,0.2,-1.0,0.6,0.6,-0.4,-0.1,0.0,-1.0,0.7,0.6,0.6,1
3,-3.095121951219513,-1.012195121951219,4.6743902439024385,-1.8,-2.05,6.95,37.6,33.9,12.2,-18.1,-12.1,-31.9,55.7,46.0,44.099999999999994,-0.1134146341463415,-0.19512195121951215,0.02073170731707316,0.0,-0.0,0.0,2.8,3.2,3.2,-3.1,-5.2,-4.2,5.9,8.4,7.4,0.06419753086419745,0.20246913580246947,-0.704938271604938,0.1,0.3,-0.7,0.6,0.6,-0.2,-0.3,-0.5,-1.0,0.8999999999999999,1.1,0.8,1
4,-8.651562499999997,-2.421875000000001,2.9671874999999996,-8.649999999999999,-1.8,4.35,1.3,4.1,9.4,-28.5,-8.9,-39.1,29.8,13.0,48.5,-0.07812499999999999,0.05625,0.1390625,0.0,0.0,0.0,2.6,4.2,3.5,-4.2,-2.9,-2.0,6.800000000000001,7.1,5.5,0.4765624999999999,0.19687499999999977,-0.7843749999999993,0.5,0.1,-0.8,0.6,0.4,-0.6,0.1,-0.1,-0.9,0.5,0.5,0.30000000000000004,1
5,-4.413636363636368,-1.8333333333333335,6.3257575757575735,-1.2,-2.3,8.4,7.4,6.0,39.2,-19.6,-37.8,-31.2,27.0,43.8,70.4,0.0671875,-0.04687499999999997,0.0734375,0.0,0.0,-0.0,3.4,2.6,2.9,-2.8,-4.2,-3.3,6.199999999999999,6.800000000000001,6.199999999999999,-0.12121212121212124,-0.24848484848484825,0.7803030303030297,0.0,-0.2,0.9,0.1,0.2,1.0,-0.5,-0.6,0.3,0.6,0.8,0.7,1
6,-3.3120689655172413,0.682758620689655,7.27241379310345,-1.05,2.05,8.5,5.3,6.0,20.9,-16.0,-12.0,-4.4,21.3,18.0,25.299999999999997,-0.06551724137931039,-0.12241379310344827,0.0017241379310345504,0.0,0.0,0.0,2.9,1.3,3.1,-3.8,-2.9,-3.2,6.699999999999999,4.2,6.300000000000001,0.17068965517241377,0.17931034482758623,-0.4448275862068964,0.2,0.1,-0.5,0.4,0.6,0.1,-0.0,-0.2,-1.0,0.4,0.8,1.1,1
7,-3.3421052631578916,-2.400000000000001,5.118421052631578,-1.6,-3.95,8.2,36.3,5.8,10.7,-14.2,-8.7,-19.6,50.5,14.5,30.3,-0.06447368421052635,-0.0026315789473684214,0.09210526315789473,0.0,-0.0,0.0,2.5,1.2,3.9,-7.0,-2.6,-2.8,9.5,3.8,6.699999999999999,0.29999999999999966,-0.04868421052631588,-0.47105263157894806,0.2,-0.0,-0.6,0.7,0.1,0.3,-0.3,-0.3,-0.6,1.0,0.4,0.8999999999999999,1
8,-2.9085714285714293,-2.7428571428571438,6.255714285714286,-0.75,-4.0,8.5,10.1,7.5,11.0,-14.3,-6.9,-33.3,24.4,14.4,44.3,-0.08,-0.06142857142857144,-0.06857142857142856,0.0,0.0,0.0,2.5,2.0,2.0,-4.0,-4.8,-4.7,6.5,6.8,6.7,-0.19714285714285737,0.18571428571428558,-0.03571428571428573,-0.3,0.1,-0.1,0.1,0.7,0.2,-0.4,-0.1,-0.3,0.5,0.7999999999999999,0.5,1
9,-5.765000000000002,-0.3083333333333333,6.639999999999999,-3.4,0.7,8.7,4.7,15.0,36.4,-38.9,-25.8,-6.7,43.6,40.8,43.1,-0.335,0.02500000000000001,-0.018333333333333313,-0.0,0.0,-0.0,2.4,3.5,5.6,-5.4,-2.6,-6.3,7.800000000000001,6.1,11.899999999999999,0.32166666666666627,-0.010000000000000002,-0.7383333333333328,0.2,-0.0,-0.7,0.7,0.2,-0.3,-0.1,-0.2,-1.0,0.7999999999999999,0.4,0.7,1
10,-3.899999999999999,-1.9717948717948717,4.082051282051281,-2.0,-3.6,4.3,8.4,12.4,12.1,-19.0,-15.1,-15.8,27.4,27.5,27.9,0.12820512820512822,0.1461538461538462,0.030769230769230785,0.1,0.0,-0.0,3.7,6.7,3.2,-5.6,-2.2,-2.0,9.3,8.9,5.2,0.33076923076923065,-0.041025641025641005,-0.492307692307692,0.3,-0.0,-0.4,0.7,0.2,-0.2,-0.4,-0.4,-0.7,1.1,0.6000000000000001,0.49999999999999994,1
